ID,CLASS
844,0
845,0
846,1
847,0
848,0
849,1
850,0
851,0
852,0
853,0
854,0
855,1
856,1
857,1
858,0
859,0
860,0
861,1
862,0
863,1
864,0
865,0
866,1
867,0
868,0
869,0
870,1
871,0
872,1
873,0
874,1
875,1
876,0
877,1
878,1
879,0
880,0
881,0
882,0
883,0
884,0
885,1
886,0
887,1
888,0
889,0
890,0
891,0
892,1
893,0
894,0
895,1
896,0
897,0
898,0
899,0
900,0
901,0
902,0
903,0
904,0
905,0
906,0
907,0
908,0
909,1
910,0
911,0
912,0
913,0
914,1
915,1
916,0
917,0
918,0
919,1
920,1
921,0
922,0
923,0
924,1
925,1
926,1
927,0
928,0
929,1
930,1
931,1
932,1
933,0
934,0
935,1
936,1
937,0
938,0
939,1
940,0
941,1
942,0
943,0
944,0
945,1
946,0
947,0
948,1
949,0
950,1
951,0
952,0
953,1
954,1
955,0
956,1
957,0
958,1
959,1
960,0
961,1
962,1
963,0
964,0
965,1
966,0
967,0
968,1
969,1
970,0
971,0
972,0
973,1
974,0
975,0
976,0
977,1
978,1
979,1
980,0
981,1
982,1
983,0
984,0
985,1
986,0
987,1
988,1
989,1
990,0
991,0
992,0
993,0
994,0
995,1
996,0
997,0
998,0
999,1
1000,0
1001,0
1002,0
1003,0
1004,0
1005,1
1006,1
1007,1
1008,0
1009,0
1010,1
1011,0
1012,1
1013,0
1014,0
1015,1
1016,1
1017,0
1018,1
1019,0
1020,1
1021,0
1022,0
1023,1
1024,0
1025,1
1026,0
1027,1
1028,0
1029,0
1030,0
1031,0
1032,0
1033,1
1034,0
1035,1
1036,1
1037,1
1038,1
1039,0
1040,0
1041,1
1042,1
1043,0
1044,0
1045,1
1046,1
1047,0
1048,0
1049,1
1050,0
1051,1
1052,0
1053,0
1054,0
1055,0
1056,0
1057,0
1058,0
1059,0
1060,0
1061,0
1062,0
1063,0
1064,0
1065,1
1066,0
1067,0
1068,1
1069,0
1070,0
1071,0
1072,1
1073,1
1074,0
1075,0
1076,1
1077,0
1078,1
1079,0
1080,1
1081,1
1082,0
1083,0
1084,1
1085,1
1086,1
1087,1
1088,0
1089,0
1090,0
1091,0
1092,1
1093,0
1094,1
1095,0
1096,1
1097,1
1098,0
1099,0
1100,0
1101,1
1102,1
1103,1
1104,1
1105,1
1106,0
1107,0
1108,0
1109,1
1110,0
1111,1
1112,0
1113,1
1114,1
1115,0
1116,1
1117,1
1118,0
1119,0
1120,1
1121,0
1122,0
1123,1
1124,0
1125,1
1126,0
1127,0
1128,1
1129,0
1130,0
1131,1
1132,0
1133,1
1134,1
1135,0
1136,0
1137,0
1138,1
1139,0
1140,1
1141,0
1142,1
1143,1
1144,1
1145,0
1146,1
1147,0
1148,0
1149,1
1150,0
1151,0
1152,1
1153,0
1154,1
1155,1
1156,0
1157,0
1158,1
1159,0
1160,0
1161,0
1162,0
1163,0
1164,0
1165,0
1166,0
1167,0
1168,1
1169,0
1170,0
1171,1
1172,0
1173,0
1174,0
1175,1
1176,0
1177,0
1178,0
1179,0
1180,0
1181,1
1182,0
1183,1
1184,0
1185,0
1186,1
1187,1
1188,0
1189,0
1190,0
1191,1
1192,0
1193,1
1194,1
1195,0
1196,0
1197,0
1198,0
1199,1
1200,1
1201,1
1202,0
1203,0
1204,1
1205,1
1206,0
1207,1
1208,1
1209,0
1210,1
1211,0
1212,1
1213,1
1214,0
1215,1
1216,0
1217,0
1218,1
1219,0
1220,0
1221,0
1222,0
1223,0
1224,1
1225,1
1226,0
1227,0
1228,0
1229,0
1230,1
1231,1
1232,0
1233,1
1234,0
1235,1
1236,0
1237,0
1238,0
1239,0
1240,0
1241,0
1242,1
1243,1
1244,0
1245,0
1246,0
1247,1
1248,1
1249,0
1250,1
1251,0
1252,0
1253,0
1254,1
1255,1
1256,0
1257,0
1258,0
1259,1
1260,0
1261,0
1262,1
1263,0
1264,1
1265,1
1266,1
1267,0
1268,0
1269,0
1270,0
1271,0
1272,0
1273,1
1274,1
1275,1
1276,0
1277,0
1278,1
1279,0
1280,0
1281,0
1282,1
1283,0
1284,1
1285,0
1286,1
1287,0
1288,1
1289,1
1290,0
1291,1
1292,0
1293,1
1294,0
1295,1
1296,0
1297,0
1298,1
1299,1
1300,0
1301,1
1302,1
1303,0
1304,0
1305,0
1306,0
1307,0
1308,0
1309,1
1310,0
1311,0
1312,0
1313,0
1314,0
1315,0
1316,0
1317,1
1318,1
1319,1
1320,0
1321,1
1322,0
1323,1
1324,1
1325,1
1326,1
1327,0
1328,1
1329,0
1330,1
1331,1
1332,0
1333,0
1334,0
1335,0
1336,0
1337,1
1338,0
1339,0
1340,0
1341,0
1342,0
1343,1
1344,0
1345,0
1346,1
1347,0
1348,0
1349,0
1350,1
1351,1
1352,0
1353,0
1354,0
1355,0
1356,1
1357,0
1358,0
1359,0
1360,1
1361,0
1362,0
1363,0
1364,1
1365,1
1366,0
1367,0
1368,0
1369,0
1370,0
1371,0
1372,1
1373,0
1374,0
1375,0
1376,1
1377,0
1378,0
1379,0
1380,0
1381,0
1382,1
1383,0
1384,1
1385,1
1386,0
1387,0
1388,1
1389,0
1390,1
1391,0
1392,0
1393,0
1394,0
1395,0
1396,1
1397,0
1398,1
1399,0
1400,1
1401,0
1402,0
1403,0
1404,1
1405,0
1406,1
1407,0
1408,1
1409,1
1410,1
1411,1
1412,0
1413,0
1414,1
1415,1
1416,0
1417,1
1418,1
1419,0
1420,0
1421,0
1422,1
1423,1
1424,1
1425,0
1426,1
1427,0
1428,0
1429,0
1430,0
1431,1
1432,0
1433,0
1434,1
1435,0
1436,0
1437,0
1438,0
1439,0
1440,1
1441,1
1442,0
1443,1
1444,1
1445,0
1446,1
1447,1
1448,0
1449,0
1450,1
1451,0
1452,0
1453,0
1454,0
1455,0
1456,0
1457,1
1458,0
1459,0
1460,0
1461,1
1462,0
1463,1
1464,0
1465,0
1466,0
1467,0
1468,1
1469,1
1470,0
1471,1
1472,0
1473,0
1474,0
1475,1
1476,1
1477,0
1478,1
1479,0
1480,0
1481,0
1482,0
1483,0
1484,1
1485,0
1486,0
1487,0
1488,1
1489,0
1490,0
1491,0
1492,0
1493,0
1494,0
1495,1
1496,0
1497,0
1498,1
1499,0
1500,1
1501,0
1502,0
1503,1
1504,0
1505,1
1506,0
1507,1
1508,0
1509,0
1510,0
1511,0
1512,0
1513,0
1514,1
1515,1
1516,0
1517,1
1518,0
1519,0
1520,1
1521,0
1522,0
1523,0
1524,0
1525,1
1526,0
1527,0
1528,0
1529,1
1530,0
1531,1
1532,1
1533,0
1534,0
1535,1
1536,1
1537,0
1538,1
1539,0
1540,0
1541,1
1542,1
1543,0
1544,0
1545,0
1546,1
1547,0
1548,1
1549,0
1550,0
1551,1
1552,0
1553,0
1554,0
1555,0
1556,1
1557,0
1558,0
1559,0
1560,0
1561,1
1562,0
1563,1
1564,0
1565,1
1566,0
1567,1
1568,1
1569,0
1570,0
1571,0
1572,1
1573,0
1574,1
1575,0
1576,0
1577,0
1578,0
1579,1
1580,0
1581,1
1582,1
1583,1
1584,1
1585,0
1586,0
1587,1
1588,0
1589,1
1590,0
1591,0
1592,0
1593,0
1594,1
1595,1
1596,0
1597,0
1598,0
1599,1
1600,1
1601,0
1602,1
1603,1
1604,0
1605,1
1606,0
1607,0
1608,0
1609,0
1610,1
1611,0
1612,1
1613,1
1614,0
1615,0
1616,1
1617,0
1618,1
1619,1
1620,1
1621,0
1622,0
1623,0
1624,1
1625,1
1626,0
1627,1
1628,1
1629,1
1630,1
1631,0
1632,0
1633,1
1634,0
1635,0
1636,1
1637,0
1638,1
1639,0
1640,0
1641,0
1642,1
1643,1
1644,1
1645,1
1646,0
1647,1
1648,0
1649,0
1650,1
1651,1
1652,0
1653,1
1654,1
1655,1
1656,1
1657,1
1658,0
1659,0
1660,1
1661,1
1662,0
1663,0
1664,0
1665,1
1666,1
1667,1
1668,1
1669,1
1670,0
1671,1
1672,0
1673,0
1674,0
1675,0
1676,0
1677,0
1678,0
1679,0
1680,0
1681,1
1682,0
1683,0
1684,0
1685,0
1686,0
1687,0
1688,0
1689,0
1690,1
1691,0
1692,1
1693,0
1694,0
1695,0
1696,0
1697,0
1698,1
1699,0
1700,0
1701,1
1702,1
1703,0
1704,0
1705,0
1706,0
1707,1
1708,1
1709,0
1710,1
1711,1
1712,1
1713,1
1714,0
1715,1
1716,1
1717,0
1718,0
1719,0
1720,1
1721,0
1722,1
1723,0
1724,1
1725,0
1726,0
1727,0
1728,0
1729,0
1730,0
1731,0
1732,0
1733,0
1734,0
1735,1
1736,0
1737,1
1738,0
1739,0
1740,1
1741,1
1742,1
1743,1
1744,0
1745,1
1746,0
1747,1
1748,1
1749,1
1750,0
1751,0
1752,0
1753,1
1754,1
1755,1
1756,1
1757,1
1758,0
1759,0
1760,0
1761,0
1762,1
1763,1
1764,1
1765,0
1766,0
1767,1
1768,0
1769,1
1770,1
1771,0
1772,0
1773,0
1774,1
1775,0
1776,0
1777,0
1778,0
1779,0
1780,0
1781,0
1782,0
1783,0
1784,0
1785,0
1786,0
1787,0
1788,1
1789,1
1790,1
1791,1
1792,0
1793,0
1794,0
1795,1
1796,1
1797,0
1798,0
1799,0
1800,1
1801,0
1802,1
1803,1
1804,0
1805,1
1806,1
1807,1
1808,1
1809,0
1810,0
1811,1
1812,0
1813,0
1814,1
1815,1
1816,1
1817,1
1818,0
1819,0
1820,0
1821,0
1822,0
1823,1
1824,1
1825,1
1826,0
1827,0
1828,1
1829,0
1830,1
1831,0
1832,0
1833,1
1834,0
1835,1
1836,0
1837,0
1838,0
1839,1
1840,0
1841,0
1842,0
1843,1
1844,1
1845,1
1846,1
1847,1
1848,0
1849,1
1850,1
1851,0
1852,1
1853,0
1854,1
1855,1
1856,1
1857,0
1858,0
1859,1
1860,0
1861,0
1862,0
1863,1
1864,0
1865,1
1866,1
1867,0
1868,1
1869,0
1870,0
1871,1
1872,0
1873,0
1874,1
1875,0
1876,0
1877,0
1878,1
1879,1
1880,1
1881,0
1882,1
1883,0
1884,0
1885,0
1886,0
1887,0
1888,0
1889,0
1890,1
1891,1
1892,1
1893,1
1894,1
1895,0
1896,1
1897,1
1898,0
1899,1
1900,1
1901,0
1902,1
1903,0
1904,0
1905,0
1906,0
1907,0
1908,1
1909,1
1910,1
1911,1
1912,0
1913,0
1914,0
1915,1
1916,1
1917,1
1918,0
1919,0
1920,1
1921,1
1922,0
1923,1
1924,0
1925,1
1926,1
1927,1
1928,0
1929,0
1930,0
1931,0
1932,1
1933,1
1934,0
1935,0
1936,1
1937,0
1938,0
1939,1
1940,0
1941,1
1942,0
1943,1
1944,0
1945,0
1946,0
1947,0
1948,0
1949,0
1950,1
1951,0
1952,1
1953,1
1954,1
1955,1
1956,1
1957,1
1958,1
1959,0
1960,0
1961,0
1962,1
1963,0
1964,0
1965,1
1966,0
1967,0
1968,0
1969,0
1970,0
1971,1
1972,1
1973,0
1974,1
1975,0
1976,1
1977,1
1978,0
1979,0
1980,0
1981,1
1982,1
1983,0
1984,1
1985,0
1986,1
1987,1
1988,0
1989,1
1990,1
1991,0
1992,1
1993,0
1994,0
1995,0
1996,0
1997,1
1998,1
1999,0
2000,1
2001,0
2002,0
2003,1
2004,0
2005,0
2006,0
2007,1
2008,0
2009,0
2010,0
2011,0
2012,1
2013,0
2014,0
2015,0
2016,1
2017,1
2018,0
2019,1
2020,1
2021,0
2022,1
2023,1
2024,0
2025,0
2026,0
2027,1
2028,0
2029,0
2030,0
2031,0
2032,0
2033,1
2034,0
2035,0
2036,0
2037,0
2038,0
2039,0
2040,1
2041,0
2042,0
2043,0
2044,0
2045,1
2046,1
2047,0
2048,0
2049,0
2050,1
2051,0
2052,0
2053,1
2054,0
2055,0
2056,0
2057,1
2058,0
2059,0
2060,0
2061,1
2062,1
2063,0
2064,0
2065,0
2066,0
2067,1
2068,0
2069,0
2070,1
2071,0
2072,0
2073,0
2074,0
2075,0
2076,1
2077,0
2078,1
2079,1
2080,0
2081,1
2082,0
2083,0
2084,0
2085,0
2086,1
2087,1
2088,1
2089,1
2090,0
2091,0
2092,0
2093,1
2094,0
2095,0
2096,0
2097,1
2098,1
2099,1
2100,0
2101,0
2102,1
2103,0
2104,0
2105,0
2106,1
2107,1
2108,1
2109,0
2110,0
2111,1
2112,0
2113,0
2114,0
2115,0
2116,1
2117,1
2118,1
2119,0
2120,1
2121,0
2122,0
2123,1
2124,1
2125,0
2126,0
2127,0
2128,1
2129,1
2130,0
2131,0
2132,0
2133,0
2134,1
2135,0
2136,0
2137,1
2138,1
2139,0
2140,0
2141,1
2142,1
2143,0
2144,0
2145,0
2146,1
2147,0
2148,1
2149,0
2150,0
2151,0
2152,0
2153,0
2154,1
2155,1
2156,1
2157,1
2158,0
2159,0
2160,0
2161,0
2162,0
2163,0
2164,0
2165,1
2166,0
2167,1
2168,0
2169,0
2170,0
2171,0
2172,1
2173,0
2174,0
2175,1
2176,0
2177,0
2178,1
2179,0
2180,0
2181,0
2182,0
2183,0
2184,0
2185,0
2186,1
2187,1
2188,1
2189,0
2190,1
2191,1
2192,0
2193,1
2194,1
2195,0
2196,0
2197,0
2198,0
2199,1
2200,1
2201,0
2202,0
2203,1
2204,1
2205,0
2206,0
2207,0
2208,1
2209,0
2210,1
2211,0
2212,0
2213,0
2214,0
2215,0
2216,0
2217,0
2218,1
2219,1
2220,0
2221,1
2222,0
2223,0
2224,0
2225,0
2226,1
2227,0
2228,0
2229,0
2230,1
2231,0
2232,1
2233,0
2234,1
2235,0
2236,1
2237,1
2238,0
2239,0
2240,1
2241,0
2242,0
2243,0
2244,0
2245,0
2246,0
2247,1
2248,0
2249,1
2250,0
2251,1
2252,0
2253,0
2254,1
2255,0
2256,0
2257,0
2258,0
2259,0
2260,0
2261,0
2262,0
2263,1
2264,0
2265,0
2266,0
2267,0
2268,1
2269,0
2270,1
2271,0
2272,1
2273,1
2274,1
2275,0
2276,1
2277,0
2278,1
2279,1
2280,0
2281,0
2282,1
2283,1
2284,1
2285,0
2286,0
2287,0
2288,0
2289,0
2290,0
2291,0
2292,0
2293,0
2294,0
2295,0
2296,0
2297,1
2298,1
2299,1
2300,0
2301,0
2302,0
2303,0
2304,1
2305,0
2306,0
2307,0
2308,0
2309,0
2310,0
2311,1
2312,1
2313,1
2314,1
2315,1
2316,1
2317,0
2318,0
2319,1
2320,0
2321,0
2322,1
2323,0
2324,0
2325,0
2326,0
2327,1
2328,0
2329,0
2330,0
2331,0
2332,1
2333,1
2334,1
2335,0
2336,0
2337,0
2338,0
2339,1
2340,0
2341,1
2342,1
2343,1
2344,0
2345,1
2346,1
2347,1
2348,0
2349,0
2350,0
2351,0
2352,0
2353,1
2354,0
2355,0
2356,0
2357,0
2358,0
2359,0
2360,1
2361,0
2362,1
2363,0
2364,0
2365,0
2366,1
2367,0
2368,1
2369,1
2370,1
2371,1
2372,1
2373,1
2374,0
2375,0
2376,0
2377,0
2378,0
2379,0
2380,0
2381,0
2382,1
2383,0
2384,0
2385,1
2386,1
2387,0
2388,0
2389,1
2390,0
2391,0
2392,1
2393,1
2394,0
2395,0
2396,1
2397,0
2398,0
2399,0
2400,1
2401,0
2402,1
2403,0
2404,0
2405,0
2406,1
2407,0
2408,1
2409,0
2410,1
2411,0
2412,1
2413,0
2414,0
2415,0
2416,1
2417,0
2418,1
2419,1
2420,0
2421,0
2422,0
2423,0
2424,0
2425,1
2426,0
2427,0
2428,0
2429,0
2430,0
2431,0
2432,1
2433,0
2434,0
2435,1
2436,1
2437,0
2438,0
2439,1
2440,0
2441,0
2442,1
2443,1
2444,1
2445,0
2446,0
2447,1
2448,0
2449,0
2450,0
2451,0
2452,0
2453,0
2454,1
2455,0
2456,0
2457,1
2458,0
2459,0
2460,1
2461,1
2462,1
2463,1
2464,1
2465,0
2466,1
2467,0
2468,0
2469,0
2470,0
2471,0
2472,1
2473,0
2474,1
2475,1
2476,1
2477,0
2478,0
2479,0
2480,0
2481,1
2482,0
2483,0
2484,1
2485,0
2486,1
2487,0
2488,0
2489,0
2490,0
2491,0
2492,1
2493,1
2494,1
2495,0
2496,1
2497,1
2498,1
2499,0
2500,1
2501,1
2502,0
2503,0
2504,0
2505,0
2506,1
2507,0
2508,1
2509,0
2510,0
2511,1
2512,0
2513,0
2514,0
2515,0
2516,0
2517,0
2518,1
2519,0
2520,1
2521,0
2522,0
2523,1
2524,0
2525,0
2526,1
2527,1
2528,0
2529,0
2530,0
2531,0
2532,1
2533,0
2534,0
2535,1
2536,0
2537,0
2538,1
2539,0
2540,0
2541,1
2542,0
2543,0
2544,0
2545,1
2546,0
2547,0
2548,0
2549,1
2550,1
2551,0
2552,1
2553,0
2554,1
2555,0
2556,0
2557,0
2558,1
2559,1
2560,0
2561,0
2562,0
2563,0
2564,1
2565,0
2566,0
2567,0
2568,0
2569,1
2570,1
2571,1
2572,0
2573,0
2574,0
2575,1
2576,1
2577,0
2578,1
2579,0
2580,1
2581,0
2582,0
2583,1
2584,0
2585,0
2586,0
2587,0
2588,1
2589,0
2590,0
2591,0
2592,1
2593,0
2594,1
2595,0
2596,1
2597,1
2598,0
2599,0
2600,0
2601,1
2602,1
2603,0
2604,0
2605,0
2606,1
2607,0
2608,0
2609,1
2610,1
2611,0
2612,0
2613,0
2614,1
2615,0
2616,1
2617,0
2618,1
2619,1
2620,0
2621,1
2622,1
2623,1
2624,0
2625,1
2626,0
2627,0
2628,0
2629,1
2630,0
2631,0
2632,0
2633,0
2634,0
2635,1
2636,1
2637,1
2638,0
2639,0
2640,0
2641,0
2642,1
2643,1
2644,0
2645,1
2646,0
2647,1
2648,0
2649,1
2650,1
2651,0
2652,0
2653,1
2654,1
2655,0
2656,1
2657,1
2658,1
2659,0
2660,0
2661,1
2662,0
2663,1
2664,0
2665,0
2666,1
2667,0
2668,1
2669,1
2670,0
2671,0
2672,0
2673,0
2674,0
2675,0
2676,1
2677,1
2678,0
2679,0
2680,1
2681,0
2682,0
2683,0
2684,1
2685,1
2686,0
2687,1
2688,1
2689,0
2690,1
2691,0
2692,0
2693,0
2694,0
2695,1
2696,0
2697,0
2698,0
2699,0
2700,0
2701,1
2702,1
2703,1
2704,1
2705,1
2706,0
2707,0
2708,0
2709,1
2710,0
2711,0
2712,0
2713,1
2714,0
2715,1
2716,1
2717,1
2718,1
2719,1
2720,0
2721,0
2722,0
2723,0
2724,0
2725,1
2726,1
2727,0
2728,0
2729,0
2730,0
2731,1
2732,0
2733,0
2734,0
2735,0
2736,1
2737,1
2738,1
2739,0
2740,1
2741,1
2742,1
2743,0
2744,1
2745,0
2746,0
2747,0
2748,0
2749,0
2750,1
2751,1
2752,0
2753,0
2754,0
2755,0
2756,0
2757,0
2758,0
2759,0
2760,0
2761,0
2762,0
2763,0
2764,0
2765,0
2766,0
2767,1
2768,0
2769,0
2770,1
2771,0
2772,0
2773,1
2774,0
2775,0
2776,1
2777,1
2778,0
2779,0
2780,0
2781,1
2782,1
2783,0
2784,0
2785,0
2786,0
2787,0
2788,0
2789,0
2790,0
2791,1
2792,1
2793,0
2794,0
2795,1
2796,1
2797,0
2798,0
2799,0
2800,0
2801,0
2802,0
2803,1
2804,1
2805,0
2806,1
2807,1
2808,0
2809,1
2810,0
2811,0
2812,0
2813,1
2814,0
2815,0
2816,1
2817,0
2818,0
2819,1
2820,1
2821,1
2822,1
2823,0
2824,1
2825,1
2826,1
2827,1
2828,1
2829,0
2830,0
2831,0
2832,1
2833,0
2834,0
2835,1
2836,0
2837,1
2838,0
2839,1
2840,0
2841,1
2842,1
2843,1
2844,1
2845,0
2846,0
2847,0
2848,0
2849,0
2850,1
2851,0
2852,1
2853,0
2854,1
2855,1
2856,0
2857,0
2858,1
2859,1
2860,0
2861,1
2862,0
2863,0
2864,0
2865,1
2866,0
2867,0
2868,0
2869,0
2870,1
2871,0
2872,0
2873,0
2874,0
2875,0
2876,0
2877,0
2878,0
2879,0
2880,1
2881,1
2882,0
2883,1
2884,1
2885,0
2886,0
2887,0
2888,0
2889,1
2890,1
2891,0
2892,0
2893,0
2894,0
2895,1
2896,0
2897,0
2898,1
2899,0
2900,0
2901,0
2902,0
2903,0
2904,1
2905,1
2906,0
2907,0
2908,1
2909,0
2910,0
2911,1
2912,0
2913,1
2914,1
2915,0
2916,1
2917,0
2918,0
2919,0
2920,0
2921,0
2922,1
2923,0
2924,0
2925,0
2926,0
2927,0
2928,0
2929,1
2930,0
2931,0
2932,0
2933,1
2934,1
2935,1
2936,1
2937,1
2938,0
2939,0
2940,1
2941,1
2942,0
2943,0
2944,0
2945,0
2946,1
2947,0
2948,1
2949,1
2950,0
2951,0
2952,0
2953,0
2954,1
2955,0
2956,1
2957,1
2958,1
2959,0
2960,1
2961,1
2962,0
2963,1
2964,0
2965,0
2966,1
2967,0
2968,0
2969,0
2970,0
2971,0
2972,0
2973,1
2974,0
2975,0
2976,0
2977,1
2978,1
2979,1
2980,1
2981,0
2982,0
2983,0
2984,0
2985,0
2986,0
2987,1
2988,1
2989,0
2990,1
2991,0
2992,1
2993,0
2994,1
2995,1
2996,1
